,"silent_fraction","nonsense_fraction","splice_site_fraction","missense_fraction","recurrent_missense_fraction","frameshift_indel_fraction","inframe_indel_fraction","lost_start_stop_fraction","missense_to_silent","nonsilent_to_silent","norm_missense_poisition_entropy","norm_mutation_entropy","label"
111,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
112,0.25,0.25,0,0,0,0.25,0,0.25,1,0.33333334,0,0.25,0
113,0.1875,0.4375,0.0625,0,0,0.125,0,0,0.42857143,0.23076923,1.796453,1.1935993,0
114,0.26923078,0.65384614,0,0,0,0.07692308,0,0,0.4117647,0.36842105,1.4960264,1.3509322,0
115,0,0.33333334,0,0,0,0,0,0,0,0,0,0.24604683,0
116,0,0.6,0.2,0,0,0,0,0,0,0,2,1.6,0
117,0.6,0.4,0,0,0,0,0,0,1.5,1.5,2,1.4,0
118,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,2,1.3333334,0
119,0,0.6666667,0.11111111,0,0,0,0,0.22222222,0,0,1.871049,1.52646,0
120,0.5555556,0.44444445,0,0,0,0,0,0,1.25,1.25,1.75,1.3743411,0
121,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0.375,0.5,0,0.125,0,0,0,0,0.75,0.6,2,1.5,0
123,0.2,0.73333335,0,0,0,0,0,0,0.27272728,0.25,1.4648483,1.3858358,0
124,0.33333334,0.33333334,0,0,0,0,0,0.33333334,1,0.5,0,0.33333334,0
125,0.33333334,0.33333334,0,0,0,0,0,0.33333334,1,0.5,0,0.33333334,0
126,0,0.75,0,0,0,0.083333336,0,0.16666667,0,0,1.8597934,1.5464906,0
127,0,0.75,0,0,0,0,0,0,0,0,2,1.75,0
128,0,0,0,0,0,1,0,0,0,0,0,0,0
129,0,0,0,0,0,0.33333334,0,0.33333334,0,0,0,0,0
130,0,0,0,0,0,0,0,1,0,0,0,0,0
131,0.2,0.4,0,0,0,0,0,0.4,0.5,0.25,2,1.0277294,0
132,0,1,0,0,0,0,0,0,0,0,0,0,0
133,0.33333334,0,0,0,0,0,0,0.6666667,0,0.5,0,0.24604683,0
134,0.16666667,0.33333334,0,0,0,0,0,0.5,0.5,0.2,2,0.86009306,0
135,0.25,0.6666667,0.083333336,0,0,0,0,0,0.375,0.33333334,1.8333334,1.5736856,0
136,0,1,0,0,0,0,0,0,0,0,2,2,0
137,0.2,0.7,0,0,0,0,0,0,0.2857143,0.25,1.8982265,1.639794,0
138,0,0,0,0,0,0,0,1,0,0,0,0,0
139,0,1,0,0,0,0,0,0,0,0,2,2,0
140,0.083333336,0.41666666,0.16666667,0.041666668,0,0.16666667,0,0.083333336,0.2,0.09090909,1.939794,1.1144003,1
141,0,0,0,0,0,0,0,1,0,0,0,0,0
142,0.4,0.6,0,0,0,0,0,0,0.6666667,0.6666667,2,1.6,0
143,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0
144,0.04761905,0.71428573,0.0952381,0.04761905,0,0.04761905,0,0,0.06666667,0.05,1.81648,1.4768355,0
145,0,0.33333334,0,0,0,0,0,0.6666667,0,0,0,0.24604683,0
146,0,0.33333334,0,0,0,0,0,0.33333334,0,0,0,0.24604683,0
147,0.75,0,0,0,0,0,0,0.25,0,3,0,1,0
148,0,0.5,0,0,0,0.25,0,0.25,0,0,2,1.25,0
149,0,0.4,0,0,0,0,0,0.6,0,0,2,0.99043626,0
150,0,0.6666667,0.16666667,0,0,0,0,0.16666667,0,0,2,1.6666666,0
151,0.5,0.33333334,0,0,0,0,0,0,1.5,1,2,1.3333334,0
152,0.2,0.6,0,0,0,0.2,0,0,0.33333334,0.25,2,1.4,0
153,0.5,0.5,0,0,0,0,0,0,1,1,2,1.5,0
154,0,0.6666667,0,0,0,0,0,0.33333334,0,0,2,1.6666666,0
155,0,0.4,0.2,0,0,0,0,0.2,0,0,2,1.2277293,0
156,0.11111111,0.22222222,0.11111111,0,0,0,0,0.44444445,0.5,0.125,2,0.70417404,0
157,0.2,0.2,0,0,0,0,0.2,0.4,1,0.25,0,0.19043629,0
158,0.44444445,0.5555556,0,0,0,0,0,0,0.8,0.8,1.8277293,1.4854523,0
159,0,0.75,0,0,0,0,0,0,0,0,2,1.75,0
160,0,0,0.6666667,0,0,0,0,0.33333334,0,0,0,0.57938015,0
161,0,1,0,0,0,0,0,0,0,0,1.5793802,1.5793802,0
162,0.5,0,0,0,0,0,0,0.5,0,1,0,0.5,0
163,0,0.4,0,0,0,0,0,0.2,0,0,2,0.99043626,0
164,0.33333334,0.33333334,0.33333334,0,0,0,0,0,1,0.5,0,0.33333334,0
165,0.26666668,0.26666668,0.13333334,0,0,0,0,0.06666667,1,0.36363637,2,1.0344336,0
166,0.25,0.5,0,0,0,0,0,0.25,0.5,0.33333334,2,1.25,0
167,1,0,0,0,0,0,0,0,0,0,0,1,0
168,0.18181819,0.36363637,0,0.18181819,0,0,0,0.09090909,0.5,0.22222222,1.75,1.13357,0
169,0.75,0,0.25,0,0,0,0,0,0,3,0,1,0
170,0.14285715,0.5714286,0,0,0,0.14285715,0,0,0.25,0.16666667,2,1.326798,0
171,0.5,0,0,0,0,0,0,0,0,1,0,0.5,0
172,0.33333334,0.33333334,0,0,0,0,0,0.33333334,1,0.5,0,0.33333334,0
173,0.16666667,0.5,0,0,0,0,0.16666667,0.16666667,0.33333334,0.2,2,1.2043824,0
174,0.5,0,0,0,0,0.5,0,0,0,1,0,0.5,0
175,0,1,0,0,0,0,0,0,0,0,2,2,0
176,0.16666667,0.6666667,0,0,0,0,0,0.16666667,0.25,0.2,2,1.5,0
177,0,0.5,0.25,0,0,0,0,0,0,0,2,1.5,0
178,0,0,1,0,0,0,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,1,0,0,0,0,0
180,0,0.75,0,0,0,0,0,0.25,0,0,2,1.75,0
181,0,1,0,0,0,0,0,0,0,0,2,2,0
182,0,1,0,0,0,0,0,0,0,0,2,2,0
183,0,0.33333334,0,0,0,0,0,0.6666667,0,0,0,0.24604683,0
184,0,0.5555556,0,0,0,0,0,0.44444445,0,0,1.6554588,1.1349357,0
185,0.5,0.25,0,0,0,0,0,0,2,1,0,0.75,0
186,0.22222222,0.5,0.11111111,0,0,0,0,0.11111111,0.44444445,0.2857143,1.8597934,1.3567135,0
187,0,0,0,0,0,0,0,1,0,0,0,0,0
188,0,1,0,0,0,0,0,0,0,0,0,0,0
189,0.071428575,0.85714287,0.071428575,0,0,0,0,0,0.083333336,0.07692308,1.573112,1.4411832,0
190,0.5,0.33333334,0,0.16666667,0,0,0,0,1.5,1,2,1.3333334,0
191,0.2,0.6,0,0,0,0,0,0.2,0.33333334,0.25,1.5793802,1.2277293,0
192,0.25,0.5,0.25,0,0,0,0,0,0.5,0.33333334,2,1.25,0
193,0,0.75,0.25,0,0,0,0,0,0,0,2,1.75,0
194,0.8333333,0.16666667,0,0,0,0,0,0,5,5,0,0.8333333,0
195,0,0.6666667,0,0,0,0,0,0.33333334,0,0,2,1.6666666,0
196,0.5,0.5,0,0,0,0,0,0,1,1,2,1.5,0
197,0.44444445,0.5555556,0,0,0,0,0,0,0.8,0.8,1.8277293,1.4854523,0
198,0.4,0.4,0,0,0,0.2,0,0,1,0.6666667,2,1.4,0
199,0,1,0,0,0,0,0,0,0,0,0,0,0
200,0.03846154,0.6923077,0.03846154,0,0.26923078,0.1923077,0.03846154,0,0.055555556,0.04,1.4154664,1.1679336,1
201,0.6666667,0.33333334,0,0,0,0,0,0,2,2,0,0.6666667,0
202,0.33333334,0,0,0,0,0,0,0.6666667,0,0.5,0,0.24604683,0
203,0,0.6,0,0,0,0,0,0.4,0,0,1.6131471,1.178558,0
204,0,1,0,0,0,0,0,0,0,0,2,2,0
205,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,2,1.3333334,0
206,0.11111111,0.44444445,0,0,0,0,0,0.33333334,0.25,0.125,2,1.0529201,0
207,0,0.2857143,0,0,0,0,0,0.71428573,0,0,1,0.593164,0
208,0.75,0.25,0,0,0,0,0,0,3,3,0,0.75,0
209,0.5,0.25,0,0,0,0,0,0.25,2,1,0,0.75,0
210,0.16666667,0.8333333,0,0,0,0,0,0,0.2,0.2,2,1.6666666,0
211,0,0,1,0,0,0,0,0,0,0,0,0,0
212,0,0.5,0,0,0,0.25,0,0.25,0,0,2,1.25,0
213,0,0,0,0,0,0.5,0,0,0,0,0,0,0
214,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0
215,0,0.75,0,0,0,0,0,0.25,0,0,1.5793802,1.5,0
216,0.1,0.5,0,0,0,0.1,0.1,0.2,0.2,0.11111111,1.8277293,1.09897,0
217,0,0.5,0,0,0,0,0,0,0,0,2,1.25,0
218,0,0.5,0.25,0,0,0.25,0,0,0,0,2,1.5,0
219,0.5,0,0,0,0,0,0,0.5,0,1,0,0.5,0
220,0,1,0,0,0,0,0,0,0,0,0,0,0
221,0,0.2,0.4,0.2,0,0,0.2,0,0,0,0,0.3904363,0
222,0,0,0,0,0,0,0,1,0,0,0,0,0
223,0.2,0.2,0,0,0,0,0,0.6,1,0.25,0,0.19043629,0
224,0,1,0,0,0,0,0,0,0,0,0,0,0
225,0.25,0.5,0,0,0,0,0,0.125,0.5,0.33333334,1.75,1.3333334,0
226,0,0,0,0,0,0,0,1,0,0,0,0,0
227,0,0.22222222,0.11111111,0.11111111,0,0,0,0.5555556,0,0,2,0.7451818,0
228,0,1,0,0,0,0,0,0,0,0,2,2,0
229,0.33333334,0.33333334,0.16666667,0,0,0,0,0.16666667,1,0.5,2,1.3333334,0
230,0,0.75,0,0,0,0.25,0,0,0,0,2,1.75,0
231,0.2,0.4,0,0,0,0,0,0,0.5,0.25,2,1.0277294,0
232,0.11111111,0.6666667,0,0,0,0.11111111,0,0.11111111,0.16666667,0.125,2,1.4854523,0
233,0,0,0,0,0,0,0,1,0,0,0,0,0
234,0,0,0,0,0,0,0,1,0,0,0,0,0
235,0,0.8333333,0,0,0,0,0,0.16666667,0,0,1.8277293,1.7043824,0
236,0.2,0.46666667,0.13333334,0,0,0.13333334,0,0,0.42857143,0.25,1.4527189,1.1678822,0
237,0.2,0.6,0,0,0,0,0,0,0.33333334,0.25,2,1.4,0
238,0.4,0.2,0,0,0,0,0,0,2,0.6666667,0,0.62772936,0
239,0.16666667,0.6666667,0,0,0,0,0,0.16666667,0.25,0.2,1.75,1.371049,0
240,0,1,0,0,0,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,1,0,0,0,0,0
242,0,0.6666667,0.33333334,0,0,0,0,0,0,0,2,1.6666666,0
243,0.11111111,0.7777778,0,0,0,0,0.11111111,0,0.14285715,0.125,1.8982265,1.5965633,0
244,0.2,0.2,0,0.2,0,0.2,0,0.2,1,0.25,0,0.42772937,0
245,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0,1,0,0,0,0,0,0,0,0,0,0,0
247,0,0.42857143,0.14285715,0,0,0.14285715,0,0,0,0,2,1.1866107,0
248,0,0.5,0,0,0,0,0,0,0,0,2,1.25,0
249,0.4,0.6,0,0,0,0,0,0,0.6666667,0.6666667,2,1.6,0
250,0,1,0,0,0,0,0,0,0,0,1.5793802,1.5793802,0
251,1,0,0,0,0,0,0,0,0,0,0,1,0
252,0,0.6666667,0,0,0,0,0,0.33333334,0,0,2,1.6666666,0
253,0.2,0.6,0,0,0,0,0,0.2,0.33333334,0.25,1.5793802,1.2277293,0
254,0,0.375,0,0,0,0,0,0.125,0,0,1.5793802,0.80793166,0
255,0.11111111,0.22222222,0.11111111,0,0,0.11111111,0,0.11111111,0.5,0.125,2,0.70417404,0
256,0,0.6666667,0,0,0,0.16666667,0,0.16666667,0,0,1.5,1.2798139,0
257,0.09090909,0.6363636,0.18181819,0,0,0,0,0,0.14285715,0.1,1.8982265,1.44034,0
258,0.2,0.4,0,0,0,0.2,0,0.1,0.5,0.25,1.75,1.09897,0
259,0,0,0,0,0,0.33333334,0,0.6666667,0,0,0,0,0
260,0.8,0.2,0,0,0,0,0,0,4,4,0,0.8,0
261,0.2,0.6,0,0,0,0,0,0,0.33333334,0.25,2,1.4,0
262,0,1,0,0,0,0,0,0,0,0,2,2,0
263,0.16666667,0.5,0.16666667,0,0,0,0,0.16666667,0.33333334,0.2,2,1.3333334,0
264,1,0,0,0,0,0,0,0,0,0,0,1,0
265,1,0,0,0,0,0,0,0,0,0,0,0,0
266,0,0.22222222,0.33333334,0,0,0,0,0.22222222,0,0,2,0.7751423,0
267,0,1,0,0,0,0,0,0,0,0,2,2,0
268,0,0.6666667,0,0,0,0,0,0,0,0,2,1.6666666,0
269,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0,0.75,0,0,0,0,0,0,0,0,2,1.75,0
271,0,0,0,0,0,0,0,0,0,0,0,0,0
272,0.2,0.6,0,0,0,0.2,0,0,0.33333334,0.25,2,1.4,0
273,0,0.6923077,0.07692308,0,0,0.07692308,0.07692308,0.07692308,0,0,1.8597934,1.5103151,0
274,0,0,0,0,0,0,0,1,0,0,0,0,0
275,0,0.6666667,0,0,0,0,0,0.33333334,0,0,2,1.6666666,0
276,0,0.5833333,0.25,0,0,0.083333336,0,0,0,0,1.6562657,1.2692953,0
277,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0
278,0,1,0,0,0,0,0,0,0,0,1.5,1.5,0
279,0,0.6666667,0,0.33333334,0,0,0,0,0,0,2,1.6666666,0
280,0,1,0,0,0,0,0,0,0,0,0,0,0
281,0.125,0.75,0.125,0,0,0,0,0,0.16666667,0.14285715,2,1.625,0
282,0,0,0,0,0,0,0,0.16666667,0,0,0,0,0
283,0.25,0.5,0,0,0,0,0,0.25,0.5,0.33333334,2,1.25,0
284,0.14285715,0.64285713,0.071428575,0,0.14285715,0,0,0.071428575,0.22222222,0.16666667,1.7896901,1.4927717,0
285,0.16666667,0.6666667,0,0,0,0,0,0.16666667,0.25,0.2,1.5,1.2420981,0
286,0,0.75,0,0,0,0.25,0,0,0,0,2,1.75,0
287,1,0,0,0,0,0,0,0,0,0,0,0,0
288,0,0.8333333,0,0,0,0,0,0.16666667,0,0,1.8277293,1.7043824,0
289,0,0.5,0.25,0,0,0,0,0.25,0,0,2,1.5,0
290,0.6,0.3,0,0,0,0.1,0,0,2,1.5,2,1.3,0
291,0,1,0,0,0,0,0,0,0,0,1,1,0
292,0,0,0,0,0,0,0,1,0,0,0,0,0
293,0.33333334,0.5555556,0,0,0,0,0,0,0.6,0.5,1.6554588,1.4153489,0
294,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0
295,0,0.8,0,0,0,0,0,0.2,0,0,1.75,1.6277294,0
296,0.22222222,0.44444445,0,0,0,0,0,0.33333334,0.5,0.2857143,2,1.2777778,0
297,0,0.875,0,0,0,0,0,0.125,0,0,1.6946795,1.625,0
298,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0.2857143,0,0,0,0,0,0,0.71428573,0,0.4,0,0.40922323,0
300,0.5,0,0,0,0,0,0,0,0,1,0,0.5,0
301,0.18181819,0.6363636,0,0,0,0.09090909,0,0.09090909,0.2857143,0.22222222,1.6946795,1.4261347,0
302,0,0.6,0.2,0,0,0,0,0.2,0,0,2,1.6,0
303,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0
304,0.18181819,0.6363636,0.09090909,0,0,0.09090909,0,0,0.2857143,0.22222222,1.6946795,1.4786919,0
305,0,0.25,0,0,0,0,0,0.75,0,0,0,0.15563907,0
306,0,0.6666667,0,0,0.44444445,0,0,0.33333334,0,0,0.8159385,0.85629296,1
307,0.33333334,0,0,0,0,0,0,0.6666667,0,0.5,0,0.24604683,0
308,0.11111111,0.7777778,0,0.11111111,0,0,0,0,0.14285715,0.125,1.796453,1.52646,0
309,0.1,0.8,0,0,0,0,0,0.1,0.125,0.11111111,1.635213,1.4364517,0
310,0,1,0,0,0,0,0,0,0,0,2,2,0
311,0,0.5,0,0,0,0.25,0,0.25,0,0,2,1.25,0
312,0.2,0.4,0,0,0,0.1,0,0.1,0.5,0.25,2,1.159176,0
313,0,0.6,0,0,0,0,0,0.2,0,0,2,1.4277294,0
314,0.5,0.25,0,0,0,0.125,0.125,0,2,1,2,1.1666666,0
315,0.4,0.4,0,0,0,0,0,0,1,0.6666667,1,1.2277293,0
316,0.2,0.2,0,0,0,0,0,0.2,1,0.25,0,0.19043629,0
317,0.33333334,0.33333334,0,0.33333334,0,0,0,0,1,0.5,0,0.33333334,0
318,0.36363637,0.4090909,0.09090909,0,0.09090909,0.09090909,0,0.045454547,0.8888889,0.5714286,1.7632301,1.2713871,0
319,0,1,0,0,0,0,0,0,0,0,2,2,0
320,0.5,0.5,0,0,0,0,0,0,1,1,2,1.5,0
321,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
322,1,0,0,0,0,0,0,0,0,0,0,0,0
323,0.4,0.6,0,0,0,0,0,0,0.6666667,0.6666667,1.1587603,1.2554587,0
324,0,0.4,0.2,0,0,0,0,0,0,0,2,1.2277293,0
325,0.2,0.3,0,0,0,0,0,0.3,0.6666667,0.25,2,0.950515,0
326,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,1,0.91271347,0
327,0.4,0,0,0.2,0,0.2,0,0.2,0,0.6666667,0,0.8277294,0
328,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,2,1.3333334,0
329,0.14285715,0.42857143,0.14285715,0,0,0,0,0.2857143,0.33333334,0.16666667,1.5793802,1.0821673,0
330,0,0.75,0,0.25,0,0,0,0,0,0,0.57938015,0.90563905,0
331,0.6,0.4,0,0,0,0,0,0,1.5,1.5,2,1.4,0
332,0.6666667,0.16666667,0,0,0,0.16666667,0,0,4,2,0,0.8333333,0
333,0.33333334,0.33333334,0,0,0,0,0,0.33333334,1,0.5,0,0.33333334,0
334,0,0,0,0,0,0,0,0,0,0,0,0,0
335,0.42857143,0.2857143,0,0,0,0,0,0.14285715,1.5,0.75,2,1.1839408,0
336,0,1,0,0,0,0,0,0,0,0,1,1,0
337,1,0,0,0,0,0,0,0,0,0,0,0,0
338,0,0.6666667,0,0,0,0,0,0.33333334,0,0,2,1.6666666,0
339,0.13333334,0.6666667,0,0.06666667,0,0,0,0.06666667,0.2,0.15384616,1.819382,1.5301558,0
340,0.6666667,0,0,0,0,0,0,0.33333334,0,2,0,1,0
341,0,0.6,0.2,0,0,0,0,0.2,0,0,1.1587603,1.2554587,0
342,0,1,0,0,0,0,0,0,0,0,2,2,0
343,0,1,0,0,0,0,0,0,0,0,2,2,0
344,0.25,0.35,0,0,0,0,0,0.15,0.71428573,0.33333334,1.8982265,1.0492083,0
345,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
346,0,0.7777778,0,0,0,0,0,0,0,0,1.8982265,1.6375712,0
347,0,0.5714286,0,0,0,0,0,0,0,0,1.75,1.2276944,0
348,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0
349,0,0,1,0,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,1,0,0,0,0,0
351,0,0.6,0,0,0,0,0,0,0,0,2,1.4277294,0
352,0.5,0.5,0,0,0,0,0,0,1,1,0,1,0
353,0.6666667,0.33333334,0,0,0,0,0,0,2,2,0,0.6666667,0
354,0.33333334,0.33333334,0.33333334,0,0,0,0,0,1,0.5,0,0.33333334,0
355,0,0.6666667,0,0,0,0,0,0,0,0,2,1.6666666,0
356,0.25,0.25,0,0,0,0,0,0.5,1,0.33333334,0,0.25,0
357,0,0.6666667,0.16666667,0,0,0,0,0.16666667,0,0,2,1.6666666,0
358,0,0.6666667,0,0,0,0.33333334,0,0,0,0,2,1.6666666,0
359,0,1,0,0,0,0,0,0,0,0,0,0,0
360,0.25,0.5833333,0.083333336,0,0,0.083333336,0,0,0.42857143,0.33333334,1.8982265,1.5368428,0
361,0,0,0,0,0,0,0,1,0,0,0,0,0
362,0.083333336,0.41666666,0.083333336,0,0,0.083333336,0,0,0.2,0.09090909,1.6554588,0.9704834,0
363,0,0.4,0,0,0,0,0,0.6,0,0,2,0.99043626,0
364,0,0.6666667,0,0.16666667,0,0.16666667,0,0,0,0,2,1.6666666,0
365,0,0.33333334,0,0.6666667,0,0,0,0,0,0,0,0.24604683,0
366,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
367,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
368,0.3125,0.625,0,0,0,0,0,0,0.5,0.45454547,1.6762456,1.4569548,0
369,0,0.6666667,0,0,0,0,0,0,0,0,1.75,1.4087648,0
370,0.11111111,0.5555556,0,0.11111111,0,0.11111111,0,0,0.2,0.125,1.8277293,1.3042378,0
371,0.15384616,0.30769232,0,0,0,0,0,0.23076923,0.5,0.18181819,2,0.8991861,0
372,0,0.4,0.2,0,0,0,0,0.2,0,0,2,1.2277293,0
373,0.2,0.2,0,0,0,0,0,0.4,1,0.25,0,0.19043629,0
374,0.14285715,0.42857143,0,0,0,0,0,0,0.33333334,0.16666667,2,1.0437535,0
375,0,0.5,0,0,0,0,0,0,0,0,2,1.25,0
376,0.2,0.6,0.06666667,0.033333335,0,0.06666667,0,0,0.33333334,0.25,1.7134271,1.389279,0
377,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0
378,0.024390243,0.2195122,0.16260162,0.032520324,0.016260162,0.5203252,0.016260162,0.008130081,0.11111111,0.025,1.6493312,0.5443429,1
379,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0
380,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,2,1.3333334,0
381,0.2857143,0.71428573,0,0,0,0,0,0,0.4,0.4,1.5904363,1.472325,0
382,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,2,1.3333334,0
383,0.29411766,0.47058824,0,0,0,0.11764706,0,0.11764706,0.625,0.41666666,2,1.3554586,1
384,0,0.5,0,0,0,0.125,0,0.125,0,0,2,1.1666666,0
385,0.2,0.4,0,0,0,0,0,0.4,0.5,0.25,2,1.0277294,0
386,0.75,0,0,0,0,0,0,0,0,3,0,1,0
387,0,0,0.5,0,0,0.5,0,0,0,0,0,1,0
388,0.2,0.8,0,0,0,0,0,0,0.25,0.25,1.75,1.4277294,0
389,0.25,0.25,0,0,0,0.5,0,0,1,0.33333334,0,0.25,0
390,0.16666667,0.75,0,0,0,0,0,0.083333336,0.22222222,0.2,1.9298967,1.7035094,0
391,0.16666667,0.5,0,0,0,0.16666667,0,0,0.33333334,0.2,2,1.2043824,0
392,0.14285715,0.71428573,0,0,0,0,0.14285715,0,0.2,0.16666667,1.8277293,1.469655,0
393,0,0,0,0.25,0,0,0,0.5,0,0,0,0.5,0
394,0,0.4,0,0,0,0.2,0,0.4,0,0,2,0.99043626,0
395,0,0,0,0,0,0,0,0.6666667,0,0,0,0,0
396,0.15384616,0.46153846,0.07692308,0,0,0,0,0.30769232,0.33333334,0.18181819,1.871049,1.253663,0
397,0.11111111,0.7777778,0.11111111,0,0,0,0,0,0.14285715,0.125,1.8982265,1.5965633,0
398,0,0,0.25,0,0,0.25,0,0.25,0,0,0,0.40563905,0
399,0.16666667,0.33333334,0.33333334,0,0,0,0,0.16666667,0.5,0.2,2,1.0377157,0
400,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0
401,0.11764706,0.47058824,0.11764706,0.05882353,0,0.05882353,0,0.1764706,0.25,0.13333334,1.7185464,1.189819,1
402,0,0.5,0,0,0,0,0,0.25,0,0,2,1.25,0
403,0,0.33333334,0.33333334,0,0,0,0,0,0,0,0,0.6666667,0
404,0.2,0.6,0,0,0,0,0,0,0.33333334,0.25,2,1.4,0
405,0.2857143,0.5714286,0,0,0,0.14285715,0,0,0.5,0.4,1.75,1.469655,0
406,0.25,0.5,0,0,0,0,0,0.25,0.5,0.33333334,2,1.25,0
407,0,0.33333334,0,0,0,0,0,0.33333334,0,0,2,0.8175296,0
408,0.18181819,0.36363637,0.09090909,0.09090909,0,0.09090909,0,0,0.5,0.22222222,2,1.1861272,0
409,0,0.6923077,0.07692308,0,0,0.15384616,0,0,0,0,1.9298967,1.5518901,1
410,0.5,0,0.5,0,0,0,0,0,0,1,0,0.5,0
411,0.083333336,0.6666667,0,0,0.16666667,0.16666667,0,0.083333336,0.125,0.09090909,1.75,1.3333334,0
412,0,0,0,0,0,0,0,1,0,0,0,0,0
413,0.6666667,0.33333334,0,0,0,0,0,0,2,2,0,0.6666667,0
414,0,1,0,0,0,0,0,0,0,0,2,2,0
415,0,0.33333334,0,0,0,0.33333334,0,0.33333334,0,0,0,0.24604683,0
416,0.5,0.25,0,0,0,0,0,0.25,2,1,0,0.75,0
417,0.3,0.55,0,0,0,0,0.05,0.1,0.54545456,0.42857143,1.7699336,1.3937067,0
418,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0
419,0,0.75,0.25,0,0,0,0,0,0,0,2,1.75,0
420,0,0.6666667,0,0,0,0,0,0,0,0,2,1.6666666,0
421,0.2,0.6,0.1,0,0,0,0,0,0.33333334,0.25,1.5644754,1.3364516,0
422,0,1,0,0,0,0,0,0,0,0,0,0,0
423,0.1,0.8,0,0,0,0,0,0.1,0.125,0.11111111,1.8333334,1.579588,0
424,0.6666667,0,0,0,0,0,0,0.33333334,0,2,0,1,0
425,0.125,0.5,0,0,0,0.125,0,0.25,0.25,0.14285715,2,1.1768796,0
426,0,0.34210527,0.21052632,0.15789473,0.10526316,0.2631579,0,0.02631579,0,0,1.7505494,0.8238219,1
427,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0
428,0,1,0,0,0,0,0,0,0,0,1.25,1.25,0
429,0,0.6666667,0,0,0,0,0,0.33333334,0,0,2,1.6666666,0
430,0.5,0.5,0,0,0,0,0,0,1,1,2,1.5,0
431,0.16666667,0.5,0,0.16666667,0,0,0,0,0.33333334,0.2,1.5793802,1.2043824,0
432,0,0,0,0,0,0,0,1,0,0,0,0,0
433,0.25,0.25,0,0,0,0.5,0,0,1,0.33333334,0,0.25,0
434,0,1,0,0,0,0,0,0,0,0,1,1,0
435,0,0.8,0.2,0,0,0,0,0,0,0,2,1.8,0
436,0,0.6666667,0,0,0,0,0,0,0,0,2,1.6666666,0
437,0,1,0,0,0,0,0,0,0,0,2,2,0
438,0,0.6666667,0,0,0,0,0,0.33333334,0,0,2,1.6666666,0
439,0.4,0.4,0,0,0,0.1,0,0.1,1,0.6666667,2,1.339794,0
440,0,0.6666667,0,0,0,0,0,0.33333334,0,0,2,1.6666666,0
441,0,0,0,0,0,0,0,1,0,0,0,0,0
442,0.2,0.8,0,0,0,0,0,0,0.25,0.25,2,1.6,0
443,0,0.33333334,0,0,0,0,0,0.6666667,0,0,0,0.24604683,0
444,0.2,0.2,0,0,0,0,0,0.4,1,0.25,0,0.19043629,0
445,0.083333336,0.5833333,0.16666667,0,0,0,0.083333336,0,0.14285715,0.09090909,1.6562657,1.25,0
446,0,1,0,0,0,0,0,0,0,0,0,0,0
447,0.071428575,0.71428573,0.071428575,0,0,0.071428575,0,0.071428575,0.1,0.07692308,1.6762456,1.4035667,0
448,0,1,0,0,0,0,0,0,0,0,2,2,0
449,0.4,0.2,0.2,0,0,0,0,0,2,0.6666667,0,0.8,0
450,0,1,0,0,0,0,0,0,0,0,2,2,0
451,0.2,0.4,0.2,0,0,0,0,0,0.5,0.25,2,1.2,0
452,0.3,0.5,0,0,0,0,0,0,0.6,0.42857143,2,1.439794,0
453,0.14285715,0.5714286,0,0,0,0,0,0.14285715,0.25,0.16666667,1.75,1.2250245,0
454,0,0,0,0,0,0,0,1,0,0,0,0,0
455,0,0,0,0,0,1,0,0,0,0,0,0,0
456,0.14285715,0.42857143,0,0,0,0.14285715,0,0.2857143,0.33333334,0.16666667,2,1.0437535,0
457,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0
458,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0
