,"silent_fraction","nonsense_fraction","splice_site_fraction","missense_fraction","recurrent_missense_fraction","frameshift_indel_fraction","inframe_indel_fraction","lost_start_stop_fraction","missense_to_silent","nonsilent_to_silent","norm_missense_poisition_entropy","norm_mutation_entropy","label"
459,0.4,0,0,0,0,0.4,0,0,0,0.6666667,0,0.5904363,0
460,0.16666667,0.5833333,0.083333336,0.083333336,0,0,0,0.083333336,0.2857143,0.2,1.6562657,1.3798238,0
461,0.11111111,0.6666667,0.11111111,0,0,0,0.11111111,0,0.16666667,0.125,2,1.5555556,0
462,1,0,0,0,0,0,0,0,0,0,0,1,0
463,1,0,0,0,0,0,0,0,0,0,0,1,0
464,0,0.6666667,0,0,0,0,0,0.16666667,0,0,2,1.5377157,0
465,0.16666667,0.33333334,0,0,0,0,0,0.16666667,0.5,0.2,2,0.86009306,0
466,0,0.75,0,0,0,0,0,0.25,0,0,2,1.75,0
467,0,0.41666666,0.083333336,0,0,0.083333336,0.083333336,0.25,0,0,1.8277293,1.0096476,0
468,0.16666667,0.33333334,0.16666667,0,0,0,0,0.16666667,0.5,0.2,2,1.0377157,0
469,0.2,0.8,0,0,0,0,0,0,0.25,0.25,2,1.6,0
470,0,0.4,0.2,0,0,0,0,0.2,0,0,2,1.2277293,0
471,0.5,0,0,0,0,0,0,0,0,1,0,0.5,0
472,0,0.6666667,0.33333334,0,0,0,0,0,0,0,2,1.6666666,0
473,0.375,0.25,0,0.125,0,0.125,0,0,1.5,0.6,2,1.1666666,0
474,0.125,0.375,0,0,0,0.25,0,0.125,0.33333334,0.14285715,2,0.9166667,0
475,0.25,0.25,0,0,0,0.25,0,0.25,1,0.33333334,0,0.25,0
476,0,0.44444445,0,0,0,0.22222222,0,0,0,0,1.75,0.96740407,0
477,0,0,0,0,0,0,0,1,0,0,0,0,0
478,1,0,0,0,0,0,0,0,0,0,0,0,0
479,0.11111111,0.44444445,0.22222222,0,0,0,0,0.11111111,0.25,0.125,2,1.1931267,0
480,0.25,0,0,0,0,0,0,0.75,0,0.33333334,0,0.15563907,0
481,1,0,0,0,0,0,0,0,0,0,0,0,0
482,0,0.4,0,0,0,0,0,0.4,0,0,2,0.99043626,0
483,0,1,0,0,0,0,0,0,0,0,1.75,1.75,0
484,0.25,0.25,0.125,0,0,0,0,0.375,1,0.33333334,2,1.0518796,0
485,1,0,0,0,0,0,0,0,0,0,0,0,0
486,0.14285715,0.61904764,0,0.04761905,0,0.04761905,0,0.04761905,0.23076923,0.16666667,1.7505494,1.4022188,0
487,0,0.875,0,0,0,0,0,0.125,0,0,1.4527189,1.4268796,0
488,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
489,0.083333336,0.6666667,0.083333336,0,0,0,0.083333336,0.083333336,0.125,0.09090909,1.7185464,1.3798238,0
490,0.44444445,0.44444445,0,0,0,0,0,0.11111111,1,0.8,2,1.4444444,0
491,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,2,1.3333334,0
492,0,0.7,0,0,0,0.3,0,0,0,0,1.796453,1.4364517,0
493,0,0.8333333,0,0,0,0,0,0,0,0,2,1.8333334,0
494,0.44444445,0.33333334,0.11111111,0,0,0,0,0.11111111,1.3333334,0.8,1.5793802,1.2632301,0
495,0,1,0,0,1,0,0,0,0,0,1,1,0
496,0,0.4,0.2,0,0,0.2,0,0.2,0,0,2,1.2277293,0
497,0.09090909,0.45454547,0,0,0,0.27272728,0,0.18181819,0.2,0.1,2,1.0585511,0
498,0,1,0,0,0,0,0,0,0,0,0,0,0
499,1,0,0,0,0,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0,0,0,0,0,0
501,0,0,0,0,0,0,0,1,0,0,0,0,0
502,0.25,0.25,0,0,0,0.25,0,0.25,1,0.33333334,0,0.25,0
503,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0
504,0,0,0,0,0,0,0,0,0,0,0,0,0
505,0.14285715,0.71428573,0,0,0,0,0,0.14285715,0.2,0.16666667,1.8277293,1.469655,0
506,0.25,0.5,0.25,0,0,0,0,0,0.5,0.33333334,2,1.25,0
507,0,0.6666667,0.33333334,0,0,0,0,0,0,0,2,1.6666666,0
508,0,0,0,0,0,0,0,1,0,0,0,0,0
509,0.25,0.5,0.083333336,0,0,0.083333336,0,0.083333336,0.5,0.33333334,1.871049,1.407019,0
510,0.4,0.2,0,0,0,0,0,0.4,2,0.6666667,0,0.62772936,0
511,1,0,0,0,0,0,0,0,0,0,0,0,0
512,0,0,0,0,0,0,0,0,0,0,0,0,0
513,0,1,0,0,1,0,0,0,0,0,1,1,0
514,0,1,0,0,0,0,0,0,0,0,1.8277293,1.8277293,0
515,0,0.8,0,0,0,0,0,0.2,0,0,1.8333334,1.619382,0
516,0,0.6666667,0,0,0,0,0,0,0,0,2,1.6666666,0
517,0,0.75,0.125,0,0,0,0,0.125,0,0,1.871049,1.6666666,0
518,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
519,0,0.8,0,0,0,0,0,0.2,0,0,1.5,1.4554588,0
520,0,0,0,0,0,0,0,1,0,0,0,0,0
521,0,0.5,0,0,0,0,0,0,0,0,2,1.25,0
522,0.33333334,0.5,0.16666667,0,0,0,0,0,0.6666667,0.5,1.1587603,1.2420981,0
523,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0
524,0,1,0,0,0,0,0,0,0,0,2,2,0
525,0.5,0.125,0.25,0,0,0,0,0.125,4,1,0,0.7083333,0
526,0,0,0,0,0,0,0,1,0,0,0,0,0
527,0.083333336,0.75,0,0,0.16666667,0.083333336,0,0,0.11111111,0.09090909,1.6931267,1.4166666,0
528,0,0.42857143,0,0,0,0,0,0.42857143,0,0,2,1.0214775,0
529,0,0.5,0.16666667,0,0,0.16666667,0.16666667,0,0,0,2,1.371049,0
530,0,0,0,0,0,0,1,0,0,0,0,0,0
531,0.4,0.5,0.1,0,0,0,0,0,0.8,0.6666667,1.6554588,1.379588,0
532,0,0,0,0,0,0,0,0,0,0,0,0,0
533,0,0.33333334,0,0,0,0,0,0,0,0,0,0.24604683,0
534,0.2857143,0.42857143,0,0,0,0,0,0.14285715,0.6666667,0.4,2,1.326798,0
535,0.25,0.5,0,0,0,0.25,0,0,0.5,0.33333334,2,1.25,0
536,0,0.75,0,0,0,0,0,0,0,0,1.5793802,1.5,0
537,0.25,0.625,0,0,0,0,0,0.125,0.4,0.33333334,2,1.625,0
538,0.16666667,0.5,0.16666667,0,0,0,0,0.16666667,0.33333334,0.2,2,1.3333334,0
539,0,0.75,0,0,0,0,0,0.25,0,0,1.5793802,1.5,0
540,0,1,0,0,0,0,0,0,0,0,2,2,0
541,1,0,0,0,0,0,0,0,0,0,0,1,0
542,0.2,0.2,0.4,0,0,0,0,0.2,1,0.25,0,0.42772937,0
543,0.1764706,0.4117647,0.11764706,0.05882353,0,0.11764706,0.05882353,0,0.42857143,0.21428572,1.796453,1.1706417,0
544,0.083333336,0.75,0,0.083333336,0,0,0,0,0.11111111,0.09090909,2,1.6666666,0
545,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0
546,0.16666667,0.5,0,0.083333336,0,0.083333336,0,0.083333336,0.33333334,0.2,1.7420981,1.2964906,0
547,0.25,0.5,0,0,0,0.125,0,0.125,0.5,0.33333334,1.75,1.3333334,0
548,0,0.6666667,0.33333334,0,0,0,0,0,0,0,2,1.6666666,0
549,0,1,0,0,0,0,0,0,0,0,2,2,0
550,0,1,0,0,0,0,0,0,0,0,0,0,0
551,0.33333334,0.44444445,0.11111111,0,0,0,0,0.11111111,0.75,0.5,2,1.4444444,0
552,0.375,0.5,0.125,0,0,0,0,0,0.75,0.6,1.75,1.4166666,0
553,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0
554,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,1
555,0.25,0.75,0,0,0,0,0,0,0.33333334,0.33333334,2,1.5,0
556,0.14285715,0.85714287,0,0,0,0,0,0,0.16666667,0.16666667,1.871049,1.6125122,0
557,0.2,0.4,0,0,0,0,0,0,0.5,0.25,2,1.0277294,0
558,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0
559,0.2857143,0.5714286,0,0,0,0,0.14285715,0,0.5,0.4,2,1.5714285,0
560,0,1,0,0,0,0,0,0,0,0,2,2,0
561,0,0.5,0,0,0,0,0,0.5,0,0,2,1.25,0
562,0.14285715,0.5714286,0.2857143,0,0,0,0,0,0.25,0.16666667,1.5,1.123251,0
563,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0
564,0.083333336,0.41666666,0.16666667,0,0,0,0,0.25,0.2,0.09090909,2,1.1008809,0
565,0.33333334,0.33333334,0,0,0,0,0,0.33333334,1,0.5,0,0.33333334,0
566,0,0,0,0,0,0,0,1,0,0,0,0,0
567,0,0.75,0,0,0.5,0,0,0.25,0,0,1.5793802,1.5,0
568,0.2,0.8,0,0,0,0,0,0,0.25,0.25,1.75,1.4277294,0
569,0,0.6666667,0,0,0,0,0,0.33333334,0,0,2,1.6666666,0
570,0.33333334,0.33333334,0.33333334,0,0,0,0,0,1,0.5,0,0.33333334,0
571,0.14285715,0.5714286,0,0,0,0,0,0,0.25,0.16666667,1.5,1.123251,0
572,0,0,0,0,0,0,0,0,0,0,0,0,0
573,0.33333334,0,0,0,0,0,0,0.33333334,0,0.5,0,0.24604683,0
574,0,1,0,0,0,0,0,0,0,0,2,2,0
575,0.11111111,0.33333334,0,0,0,0,0.11111111,0,0.33333334,0.125,2,0.81528515,0
576,0.25,0.75,0,0,0,0,0,0,0.33333334,0.33333334,1.5793802,1.25,0
577,0,1,0,0,0,0,0,0,0,0,2,2,0
578,0,0.33333334,0.6666667,0,0,0,0,0,0,0,0,0.24604683,0
579,0.41666666,0.41666666,0.083333336,0,0,0,0,0,1,0.71428573,2,1.4166666,0
580,0.33333334,0.5,0,0,0,0,0,0.16666667,0.6666667,0.5,2,1.5,0
581,0.18181819,0.8181818,0,0,0,0,0,0,0.22222222,0.22222222,1.6666666,1.5682781,0
582,0,1,0,0,0,0,0,0,0,0,0,0,0
583,0,0,0,0.5,0,0,0,0.5,0,0,0,1,0
584,0.5,0.25,0,0,0,0,0,0,2,1,0,0.75,0
585,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,2,1.3333334,0
586,0.4,0.6,0,0,0,0,0,0,0.6666667,0.6666667,2,1.6,0
587,0,0.5,0,0,0,0,0.25,0,0,0,2,1.25,0
588,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
589,0.4,0.2,0,0,0,0.2,0,0.2,2,0.6666667,0,0.62772936,0
590,0.14285715,0.42857143,0.2857143,0,0,0.14285715,0,0,0.33333334,0.16666667,2,1.1839408,0
591,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,2,1.3333334,0
592,0,0.75,0,0,0,0.25,0,0,0,0,2,1.75,0
593,0,0.16666667,0.16666667,0,0,0.33333334,0,0,0,0,0,0.3175296,0
594,0.0028571428,0.5857143,0.13142857,0.074285716,0.42857143,0.17714286,0.014285714,0,0.004878049,0.0028653296,1.0911946,0.7987952,1
595,0.33333334,0.5,0,0,0,0,0,0.16666667,0.6666667,0.5,2,1.5,0
596,0.30769232,0.30769232,0,0,0.15384616,0,0,0.15384616,1,0.44444445,1.5,0.941631,0
597,0.25,0.25,0,0,0,0,0,0.5,1,0.33333334,0,0.25,0
598,0.5,0.5,0,0,0,0,0,0,1,1,2,1.5,0
599,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
600,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0
601,0.2,0.6,0,0,0,0,0,0.2,0.33333334,0.25,2,1.4,0
602,0.1,0.8,0.1,0,0,0,0,0,0.125,0.11111111,1.635213,1.4364517,0
603,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0
604,0.2,0.8,0,0,0,0,0,0,0.25,0.25,2,1.6,0
605,1,0,0,0,0,0,0,0,0,0,0,0,0
606,0,0.6,0,0,0,0,0.2,0.2,0,0,2,1.4277294,0
607,0,1,0,0,0,0,0,0,0,0,2,2,0
608,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,2,1.6666666,0
609,0,1,0,0,0,0,0,0,0,0,0,0,0
610,0,0.8,0,0,0,0,0,0.2,0,0,1.75,1.6277294,0
611,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,2,1.3333334,0
612,0,1,0,0,0,0,0,0,0,0,1.75,1.75,0
613,0,0,0,0,0,0,0,0,0,0,0,0,0
614,0.25,0.25,0,0,0,0.125,0,0.25,1,0.33333334,2,0.9166667,0
615,0,0.6666667,0,0,0,0,0,0.33333334,0,0,2,1.6666666,0
616,0,0.33333334,0.33333334,0,0,0,0,0.33333334,0,0,0,0.6666667,0
617,0,1,0,0,0,0,0,0,0,0,0,0,0
618,0.25,0.25,0,0,0,0,0,0,1,0.33333334,0,0.25,0
619,1,0,0,0,0,0,0,0,0,0,0,0,0
620,0.6666667,0.33333334,0,0,0,0,0,0,2,2,2,1.3333334,0
621,0,0.33333334,0.33333334,0.16666667,0,0,0,0.16666667,0,0,2,1.0267597,0
622,0,0.5,0,0,0,0,0,0.25,0,0,2,1.25,0
623,0,0.72727275,0.09090909,0,0,0.18181819,0,0,0,0,1.5833334,1.4119292,0
624,0,0.6666667,0,0,0,0.16666667,0,0.16666667,0,0,1.75,1.4087648,0
625,0.25,0,0,0,0,0,0,0.75,0,0.33333334,0,0.15563907,0
626,0,0,0,0,0,0,0,0,0,0,0,0,0
627,0.25,0.5,0.16666667,0,0,0.083333336,0,0,0.5,0.33333334,2,1.4535094,0
628,0.2,0.4,0.2,0.2,0,0,0,0,0.5,0.25,1.4355246,0.985951,0
629,0,0,0,0,0,0.5,0,0,0,0,0,0,0
630,0,0.33333334,0,0,0,0,0,0,0,0,0,0.24604683,0
631,0.6666667,0,0,0,0,0,0,0.33333334,0,2,0,1,0
632,0.5,0,0,0,0,0,0,0.5,0,1,0,0.5,0
633,0.2857143,0.71428573,0,0,0,0,0,0,0.4,0.4,1.8277293,1.6125122,0
634,0,0.5,0.25,0,0,0,0,0.25,0,0,2,1.5,0
635,0.125,0.5,0.25,0,0,0,0,0.125,0.25,0.14285715,2,1.2916666,0
636,0,0.6666667,0,0,0,0,0,0.33333334,0,0,2,1.6666666,0
637,0.2857143,0.14285715,0,0,0,0,0,0.5714286,2,0.4,0,0.45004892,0
638,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0
639,0.16666667,0.6666667,0.083333336,0,0,0.083333336,0,0,0.25,0.2,1.8333334,1.5736856,0
640,0.10526316,0.31578946,0.05263158,0,0,0,0,0.5263158,0.33333334,0.11764706,1.4355246,0.7957319,0
641,0.18181819,0.54545456,0.18181819,0,0,0.09090909,0,0,0.33333334,0.22222222,2,1.4928973,0
642,0,1,0,0,0,0,0,0,0,0,0,0,0
643,0,0.33333334,0,0,0,0,0,0.6666667,0,0,2,0.8175296,0
644,0.6666667,0.33333334,0,0,0,0,0,0,2,2,0,0.6666667,0
645,0,1,0,0,0,0,0,0,0,0,2,2,0
646,0.08695652,0.19565217,0.06521739,0.02173913,0.04347826,0.02173913,0.47826087,0.02173913,0.44444445,0.0952381,1.7195867,0.5782125,1
647,0,0,0,0,0,0,0,0,0,0,0,0,0
648,0,1,0,0,0,0,0,0,0,0,2,2,0
649,0.75,0,0,0,0,0.25,0,0,0,3,0,1,0
650,0,0.33333334,0,0,0,0,0,0.33333334,0,0,0,0.24604683,0
651,0,0,0,0,0,0,0,1,0,0,0,0,0
652,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,2,1.6666666,0
653,0,0.33333334,0.33333334,0,0,0,0,0.33333334,0,0,0,0.6666667,0
654,0,0,0,0,0,0,0,1,0,0,0,0,0
655,0.3,0.5,0,0,0,0,0,0.2,0.6,0.42857143,1.8277293,1.379588,0
656,0.125,0.625,0.125,0,0,0.125,0,0,0.2,0.14285715,1.6554588,1.3333334,0
657,0,0,0,0,0,0,0,1,0,0,0,0,0
658,0.16666667,0.5,0.16666667,0,0,0,0,0.16666667,0.33333334,0.2,1.5793802,1.2043824,0
659,0,1,0,0,0,0,0,0,0,0,1,1,0
660,0.33333334,0.33333334,0,0,0,0.33333334,0,0,1,0.5,0,0.33333334,0
661,0,0.2,0,0,0,0,0,0.8,0,0,0,0.11091751,0
662,0.33333334,0.53333336,0,0,0,0,0,0,0.625,0.5,1.9166666,1.4650779,0
663,0,0.8,0,0,0,0,0,0.2,0,0,2,1.8,0
664,0.2,0.2,0,0,0,0,0,0.6,1,0.25,0,0.19043629,0
665,0,1,0,0,0,0,0,0,0,0,1.8277293,1.8277293,0
666,0,1,0,0,0,0,0,0,0,0,0,0,0
667,0.25,0.5,0,0,0,0,0,0.25,0.5,0.33333334,2,1.25,0
668,0.6666667,0.33333334,0,0,0,0,0,0,2,2,0,0.6666667,0
669,0.42857143,0.5714286,0,0,0,0,0,0,0.75,0.75,1.75,1.469655,0
670,0,0.8,0,0,0,0,0,0,0,0,1.75,1.6277294,0
671,0,0,0,0,0,0,0,0,0,0,0,0,0
672,0.33333334,0.5,0,0,0,0,0,0.16666667,0.6666667,0.5,2,1.5,0
673,0,0,0,0,0,0.16666667,0,0,0,0,0,0,0
674,0.14285715,0.2857143,0.14285715,0,0,0,0,0.42857143,0.5,0.16666667,2,0.90089643,0
675,0,1,0,0,0,0,0,0,0,0,0,0,0
676,0,1,0,0,0,0,0,0,0,0,0,0,0
677,0,1,0,0,0,0,0,0,0,0,2,2,0
678,0.019125683,0.93442625,0.0027322404,0,0.8606557,0,0.038251366,0,0.020467836,0.019498607,0.6375104,0.65537477,1
679,0.09090909,0.54545456,0,0.09090909,0,0,0,0.27272728,0.16666667,0.1,2,1.3295935,0
680,0,1,0,0,0,0,0,0,0,0,0,0,0
681,0,0.6666667,0.16666667,0,0,0,0,0.16666667,0,0,2,1.6666666,0
682,0,0,0,0,0,0,0,1,0,0,0,0,0
683,0,0.33333334,0,0.33333334,0,0,0,0,0,0,0,0.24604683,0
684,0,0.875,0.125,0,0,0,0,0,0,0,1.796453,1.7083334,0
685,0,0.33333334,0,0,0,0,0,0.6666667,0,0,0,0.24604683,0
686,0,1,0,0,0,0,0,0,0,0,1.5,1.5,0
687,0,0,0,0,0,0,0,1,0,0,0,0,0
688,0.14285715,0.85714287,0,0,0.2857143,0,0,0,0.16666667,0.16666667,1.7420981,1.5107387,0
689,0.14285715,0.5714286,0,0,0,0.2857143,0,0,0.25,0.16666667,2,1.326798,0
690,0,1,0,0,0,0,0,0,0,0,0,0,0
691,0.4,0.6,0,0,0,0,0,0,0.6666667,0.6666667,2,1.6,0
692,0.16666667,0.8333333,0,0,0,0,0,0,0.2,0.2,1.8277293,1.5377157,0
693,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
694,0.42857143,0.42857143,0,0,0,0.071428575,0,0.071428575,1,0.75,1.871049,1.3535287,0
695,0.33333334,0.33333334,0,0,0,0,0,0.33333334,1,0.5,0,0.33333334,0
696,0.5,0,0,0,0,0,0,0.5,0,1,0,0.5,0
697,0.5,0.5,0,0,0,0,0,0,1,1,2,1.5,0
698,0,1,0,0,0,0,0,0,0,0,2,2,0
699,0,0.33333334,0,0.33333334,0,0,0,0,0,0,0,0.6666667,0
700,0,1,0,0,0,0,0,0,0,0,2,2,0
701,0.25,0.5,0,0,0,0.125,0,0,0.5,0.33333334,2,1.4166666,0
702,0.08,0.56,0.12,0,0,0.16,0,0.04,0.14285715,0.08695652,1.5822997,1.1936723,0
703,0.16666667,0.6666667,0.083333336,0,0,0.083333336,0,0,0.25,0.2,1.8333334,1.5736856,0
704,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0
705,0.2,0.8,0,0,0,0,0,0,0.25,0.25,2,1.6,0
706,0,0.375,0.125,0,0,0,0,0.25,0,0,2,1.0416666,0
707,0,0,0,0,0,1,0,0,0,0,0,0,0
708,0.14285715,0.85714287,0,0,0,0,0,0,0.16666667,0.16666667,2,1.7142857,0
709,0.2,0.4,0.2,0,0,0,0,0.2,0.5,0.25,2,1.2,0
710,1,0,0,0,0,0,0,0,0,0,0,0,0
711,0.5,0.5,0,0,0,0,0,0,1,1,2,1.5,0
712,0,1,0,0,0,0,0,0,0,0,2,2,0
713,0,0.33333334,0.33333334,0,0,0,0,0,0,0,0,0.6666667,0
714,0,0.25,0.125,0.25,0,0,0,0.375,0,0,2,0.85375935,0
715,0.16666667,0.5,0.16666667,0,0,0,0,0,0.33333334,0.2,2,1.3333334,0
716,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
717,0,0.33333334,0,0,0,0.33333334,0,0,0,0,0,0.24604683,0
718,0,0.85714287,0,0,0,0.14285715,0,0,0,0,1.871049,1.7553694,0
719,0,0.6666667,0.33333334,0,0,0,0,0,0,0,2,1.6666666,0
720,0,0.75,0,0,0,0.25,0,0,0,0,2,1.75,0
721,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,2,1.3333334,0
722,0.3,0.4,0,0,0,0,0.1,0.1,0.75,0.42857143,2,1.2568636,0
723,0,0,0,0,0,0,0,1,0,0,0,0,0
724,0.5555556,0.33333334,0.11111111,0,0,0,0,0,1.6666666,1.25,2,1.3333334,0
725,0.33333334,0.33333334,0,0,0,0,0,0.33333334,1,0.5,0,0.33333334,0
726,0,0.25,0.25,0,0,0,0,0,0,0,0,0.5,0
727,0,0,0,0,0,0,0,0,0,0,0,0,0
728,0,0,0,0,0,0,0,0,0,0,0,0,0
729,0,1,0,0,0,0,0,0,0,0,0,0,0
730,0,1,0,0,0,0,0,0,0,0,2,2,0
731,0,1,0,0,0,0,0,0,0,0,0,0,0
732,0,0.75,0,0,0,0,0,0.25,0,0,2,1.75,0
733,0,0,0.5,0,0,0,0,0.5,0,0,0,1,0
734,0.22222222,0.6666667,0.055555556,0,0,0,0,0.055555556,0.33333334,0.2857143,1.75,1.5233802,0
735,0,0.33333334,0,0,0,0,0,0.6666667,0,0,0,0.24604683,0
736,0,0.85714287,0,0,0,0,0.14285715,0,0,0,2,1.8571428,0
737,0.16216215,0.6216216,0.13513513,0,0.054054055,0,0,0.08108108,0.26086956,0.19354838,1.6586975,1.3524939,1
738,0,1,0,0,0,0,0,0,0,0,2,2,0
739,0.10526316,0.7631579,0,0,0.39473686,0,0.078947365,0,0.13793103,0.11764706,1.4148374,1.2915522,1
740,0,1,0,0,0,0,0,0,0,0,2,2,0
741,0.33333334,0.33333334,0,0,0,0,0,0.33333334,1,0.5,2,1.2043824,0
742,0.2857143,0.2857143,0,0,0,0,0,0.14285715,1,0.4,2,1.0437535,0
743,0,0.75,0,0,0,0,0,0.25,0,0,1.1587603,1.25,0
744,0,0.4,0,0,0,0,0,0.6,0,0,2,0.99043626,0
745,0,0.33333334,0,0,0,0,0,0.6666667,0,0,0,0.24604683,0
746,0.5,0,0,0,0,0.5,0,0,0,1,0,0.5,0
747,0,1,0,0,0,0,0,0,0,0,1.75,1.75,0
748,0.33333334,0.33333334,0,0,0,0,0,0.33333334,1,0.5,0,0.33333334,0
749,0.5,0.5,0,0,0,0,0,0,1,1,2,1.5,0
750,0.4,0.2,0.2,0,0,0,0,0.2,2,0.6666667,0,0.8,0
751,0.14814815,0.5185185,0.11111111,0,0,0.11111111,0.037037037,0,0.2857143,0.17391305,1.6715047,1.2242837,0
752,0.33333334,0.33333334,0,0,0,0,0,0.33333334,1,0.5,0,0.33333334,0
753,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
754,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,1.75,1.5377157,0
755,0,0.71428573,0.14285715,0,0,0,0,0.14285715,0,0,1.6554588,1.5107387,0
756,0,0.22222222,0.11111111,0,0,0.11111111,0.11111111,0.22222222,0,0,2,0.7451818,0
757,0,0,0.5,0,0,0,0,0.5,0,0,0,1,0
758,0.125,0.125,0,0,0,0.125,0,0,1,0.14285715,0,0.10375938,0
759,0.25,0.375,0,0,0,0,0,0,0.6666667,0.33333334,2,1.1768796,0
760,0.6666667,0,0,0,0,0,0,0,0,2,0,1,0
761,0.5,0,0.5,0,0,0,0,0,0,1,0,0.5,0
762,0,1,0,0,0,0,0,0,0,0,1,1,0
763,0,0.71428573,0.2857143,0,0,0,0,0,0,0,1.8277293,1.5107387,0
764,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,1,0.91271347,0
765,0.16666667,0.5,0,0,0,0.16666667,0,0,0.33333334,0.2,1.871049,1.2675475,0
766,0.2,0.8,0,0,0,0,0,0,0.25,0.25,2,1.6,0
767,0,1,0,0,0,0,0,0,0,0,0,0,0
768,0.1764706,0.64705884,0.05882353,0,0,0,0,0,0.27272728,0.21428572,1.8750482,1.5498478,0
769,0,0.6,0,0,0,0.2,0,0.2,0,0,1.5793802,1.2554587,0
770,0.14285715,0.14285715,0,0,0,0,0,0,1,0.16666667,0,0.123508945,0
771,0,1,0,0,0,0,0,0,0,0,1.871049,1.871049,0
772,0.25,0.75,0,0,0,0,0,0,0.33333334,0.33333334,1.1587603,1,0
773,0.2857143,0.71428573,0,0,0,0,0,0,0.4,0.4,1.8277293,1.6125122,0
774,0,0.6666667,0,0,0,0,0,0.33333334,0,0,2,1.6666666,0
775,0,0.5714286,0.14285715,0,0,0,0,0.2857143,0,0,2,1.469655,0
776,0.42857143,0.2857143,0,0.14285715,0,0.14285715,0,0,1.5,0.75,2,1.2857143,0
777,0,1,0,0,0,0,0,0,0,0,2,2,0
778,0.045454547,0.59090906,0.09090909,0,0,0.045454547,0,0.09090909,0.07692308,0.04761905,1.8752747,1.3058218,0
779,0.4,0.4,0.2,0,0,0,0,0,1,0.6666667,2,1.4,0
780,0,1,0,0,0,0,0,0,0,0,0,0,0
781,0,0.33333334,0,0,0,0,0,0,0,0,0,0.24604683,0
782,0,0,0.25,0,0,0,0,0.5,0,0,0,0.40563905,0
783,0.21428572,0.42857143,0.14285715,0,0,0.071428575,0,0.14285715,0.5,0.27272728,1.7420981,1.2268025,0
784,0.33333334,0.33333334,0,0,0,0,0.33333334,0,1,0.5,0,0.33333334,0
785,0.09090909,0.90909094,0,0,0,0,0,0,0.1,0.1,1.6535213,1.5157208,0
786,0,1,0,0,0,0,0,0,0,0,0,0,0
787,0,0.6666667,0,0,0,0,0,0.33333334,0,0,2,1.6666666,0
788,0.2,0.8,0,0,0,0,0,0,0.25,0.25,1.5,1.2554587,0
789,0.5,0,0,0,0,0,0,0,0,1,0,0.5,0
790,0,0.6666667,0,0,0,0,0,0.33333334,0,0,1.155639,1.1021912,0
791,0.20689656,0.6896552,0.03448276,0,0,0.06896552,0,0,0.3,0.26086956,1.5660528,1.4092082,1
792,0,0.8,0,0,0,0,0,0.2,0,0,2,1.8,0
793,0.27272728,0.72727275,0,0,0,0,0,0,0.375,0.375,1.9166666,1.6747155,0
794,0.14285715,0.85714287,0,0,0,0,0,0,0.16666667,0.16666667,1.7420981,1.5107387,0
795,0.4,0.6,0,0,0,0,0,0,0.6666667,0.6666667,2,1.6,0
796,0.03846154,0.5,0.15384616,0.03846154,0.07692308,0.15384616,0,0.03846154,0.07692308,0.04,1.693282,1.0869873,1
797,0,1,0,0,0,0,0,0,0,0,2,2,0
798,0,0.75,0,0,0,0.083333336,0,0.083333336,0,0,1.7896901,1.5,0
799,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0
800,0.2857143,0.2857143,0,0,0,0,0,0,1,0.4,2,1.0437535,0
801,0.2,0.55,0,0,0,0.05,0,0,0.36363637,0.25,1.9474428,1.4343109,0
802,0.6666667,0.33333334,0,0,0,0,0,0,2,2,0,0.6666667,0
803,0.25,0.25,0,0,0,0,0,0.25,1,0.33333334,0,0.25,0
804,0.4,0.2,0.2,0,0,0,0,0,2,0.6666667,0,0.8,0
